year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2021,12,F9,Frontier Airlines Inc.,BUR,"Burbank, CA: Bob Hope",61,20,7.21,0,6.06,0,6.73,1,3,1065,428,0,246,0,391
2021,12,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",108,54,24.89,0,16.62,0,12.49,1,0,2111,808,0,563,0,740
2021,12,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",23,1,0,0,0,0,1,1,0,44,0,0,0,0,44
2021,12,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",302,74,35.31,0,13.29,0,25.4,3,0,5071,2270,0,556,0,2245
2021,12,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",119,25,10.72,0,3.83,0,10.45,2,0,1629,417,0,244,0,968
2021,12,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",32,11,5.34,0.42,1.09,0,4.16,0,0,807,489,10,27,0,281
2021,12,F9,Frontier Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",53,15,8.95,0,3.88,0,2.17,0,0,1008,693,0,82,0,233
2021,12,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",195,56,26.3,0,13.12,0,16.58,5,0,3491,1595,0,648,0,1248
2021,12,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",91,10,4.03,0,0.46,0,5.52,0,0,430,131,0,34,0,265
2021,12,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1509,360,105.97,5.52,109.2,0,139.31,18,0,23888,6625,531,5594,0,11138
2021,12,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",320,69,18.1,1.1,23.38,0,26.43,5,0,3926,1149,117,1063,0,1597
2021,12,F9,Frontier Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",18,3,0.02,0,1.11,0,1.87,1,0,253,2,0,30,0,221
2021,12,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",37,8,1.85,0,2.37,0,3.79,0,0,653,127,0,101,0,425
2021,12,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",84,35,20.73,0,5.67,0,8.6,2,0,2107,1170,0,267,0,670
2021,12,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",33,9,5.07,0,0.45,0,3.48,1,0,439,200,0,38,0,201
2021,12,F9,Frontier Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",230,76,31.54,0,25.01,0,19.46,2,0,4885,1569,0,1179,0,2137
2021,12,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",18,4,1.62,0,1.91,0,0.47,1,0,182,58,0,88,0,36
2021,12,F9,Frontier Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",9,2,0.24,0,1.11,0,0.66,0,0,78,8,0,41,0,29
2021,12,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",26,8,5,0,0,0,3,0,0,1638,1349,0,0,0,289
2021,12,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",11,5,1.75,0,1.12,0,2.13,0,0,238,70,0,91,0,77
2021,12,F9,Frontier Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",9,4,2.22,0,0.24,0,1.54,0,0,147,73,0,6,0,68
2021,12,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",16,5,0.75,0,0.91,0,3.34,1,0,444,74,0,76,0,294
2021,12,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",59,10,5.56,0,3.65,0,0.79,0,0,450,285,0,143,0,22
2021,12,F9,Frontier Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",22,8,3.23,0,1.16,0,3.6,2,0,462,107,0,65,0,290
2021,12,F9,Frontier Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",12,3,2.33,0,0.6,0,0.07,0,0,242,170,0,64,0,8
2021,12,F9,Frontier Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",11,2,1.02,0,0,0,0.98,2,0,172,118,0,0,0,54
2021,12,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",93,21,8.62,0,3.83,0,8.55,0,1,1302,399,0,125,0,778
2021,12,F9,Frontier Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",9,6,1.94,0,0.82,0,3.25,0,0,315,55,0,20,0,240
2021,12,F9,Frontier Airlines Inc.,ILG,"Wilmington, DE: New Castle",9,5,1.5,0,0.99,0,2.51,1,0,459,154,0,56,0,249
2021,12,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",59,11,4.96,0,1.68,0,4.35,1,0,740,563,0,49,0,128
2021,12,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",266,59,29.16,0,12.76,0,17.08,6,0,3987,1838,0,452,0,1697
2021,12,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",29,5,3.05,0,0.86,0,1.1,0,0,330,178,0,40,0,112
2021,12,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1368,464,103.3,2.12,198.82,0,159.77,18,0,34367,8280,106,9847,0,16134
2021,12,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",90,23,11.45,0,5.39,0,6.15,3,0,1089,494,0,214,0,381
2021,12,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",31,10,4.92,1.56,0.91,0,2.61,1,0,561,208,160,109,0,84
2021,12,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",22,7,3.23,0,0,0,3.77,1,0,268,144,0,0,0,124
2021,12,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1653,565,158.32,2.91,173.38,0,230.38,38,2,40827,13209,312,8605,0,18701
2021,12,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",12,3,1.16,0,0.36,0,1.48,2,0,76,19,0,9,0,48
2021,12,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",54,12,3.38,0,5.42,0,3.2,1,0,551,125,0,168,0,258
2021,12,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",418,168,50.23,0.19,44.5,0,73.08,11,1,11422,3565,17,2345,0,5495
2021,12,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",54,10,5.74,0,1.64,0,2.62,1,0,730,468,0,46,0,216
2021,12,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",34,9,5,0,3,0,1,1,0,382,194,0,102,0,86
2021,12,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",54,5,2.08,0.24,0.6,0,2.09,0,0,222,93,16,30,0,83
2021,12,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",64,21,7.5,0,3.42,0,10.08,1,0,1810,686,0,134,0,990
2021,12,F9,Frontier Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",67,13,4.41,0,2.97,0,5.61,0,0,805,465,0,82,0,258
2021,12,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",18,4,1.44,0,0.07,0,2.49,0,0,653,165,0,6,0,482
2021,12,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",45,7,1.98,0,0.53,0,4.49,2,0,449,69,0,32,0,348
2021,12,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",180,48,19.11,0,13.47,0,15.43,1,1,3266,1361,0,617,0,1288
2021,12,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",186,65,31.57,0,13.6,0,19.83,3,0,4206,1882,0,701,0,1623
2021,12,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",30,10,6.97,0,1.11,0,1.92,0,0,924,603,0,69,0,252
2021,12,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",206,54,17.29,0,23.88,0,12.83,3,0,3860,778,0,1800,0,1282
2021,12,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",57,11,2.56,0,5.23,0,3.21,0,0,501,103,0,213,0,185
2021,12,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",585,156,51.83,0,31.21,0,72.96,6,0,13217,5387,0,1674,0,6156
2021,12,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",398,109,36.63,0,33.12,0,39.25,2,0,6921,2609,0,1434,0,2878
2021,12,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",9,2,0.22,0,1,0,0.78,0,0,167,31,0,25,0,111
2021,12,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",24,5,1.55,0,2.56,0,0.89,2,0,234,94,0,103,0,37
2021,12,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",34,10,3.76,0,2.2,0,4.04,0,0,477,187,0,106,0,184
2021,12,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",50,14,5.28,0.38,3.4,0,4.94,1,0,977,337,34,145,0,461
2021,12,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",165,31,13.87,0,8.24,0,8.9,1,1,1863,945,0,352,0,566
2021,12,F9,Frontier Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",21,6,2.35,0,2.5,0,1.16,0,0,237,123,0,91,0,23
2021,12,F9,Frontier Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",44,19,7.63,0,2.86,0,8.51,1,0,1186,314,0,168,0,704
2021,12,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",364,92,25.91,1,28.37,0,36.72,3,7,5175,1115,36,1496,0,2528
2021,12,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",155,35,15.05,0.64,12.07,0,7.24,2,0,1901,641,63,556,0,641
2021,12,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",51,12,4.92,0,2.25,0,4.83,0,2,621,190,0,149,0,282
2021,12,F9,Frontier Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",10,6,0.8,0,2.3,0,2.9,1,0,431,33,0,77,0,321
2021,12,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",40,9,3.33,0,4.67,0,1,0,0,805,150,0,617,0,38
2021,12,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",165,37,10.42,0,15.08,0,11.5,3,0,2044,503,0,642,0,899
2021,12,F9,Frontier Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",267,78,46.32,0,16.8,0,14.88,0,0,5148,3261,0,688,0,1199
2021,12,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",110,26,9.59,0,3.95,0,12.46,5,0,1416,465,0,193,0,758
2021,12,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",71,11,2.11,0,3.61,0,5.28,0,0,776,129,0,145,0,502
2021,12,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",92,24,10.51,0,8.25,0,5.23,6,0,2018,1392,0,361,0,265
2021,12,F9,Frontier Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",12,4,1,0,1.01,0,1.99,1,0,409,46,0,39,0,324
2021,12,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",109,27,11.68,0,4.99,0,10.33,1,0,1946,708,0,237,0,1001
2021,12,F9,Frontier Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",8,4,0.46,0,0.93,0,2.61,0,0,118,12,0,22,0,84
2021,12,F9,Frontier Airlines Inc.,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",37,9,2.95,0,1.88,0,4.17,1,0,580,149,0,108,0,323
2021,12,F9,Frontier Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",65,13,5.65,0,3.3,0,4.05,1,0,696,257,0,104,0,335
2021,12,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",527,112,33.98,0.08,29.63,0,48.31,3,0,9383,3160,4,1675,0,4544
2021,12,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",213,67,30.31,0,13.05,0,23.63,4,1,3775,1314,0,680,0,1781
2021,12,F9,Frontier Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",11,1,0.13,0,0.53,0,0.34,0,0,62,8,0,33,0,21
2021,12,F9,Frontier Airlines Inc.,TUS,"Tucson, AZ: Tucson International",9,3,0.62,0,0.8,0,1.57,0,0,102,15,0,27,0,60
2021,12,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",22,7,3.56,0,0.47,0,2.97,0,0,460,197,0,19,0,244
2021,12,F9,Frontier Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",33,5,2.1,0,0,0,2.9,0,0,211,63,0,0,0,148
2021,12,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",101,23,4.32,0,6.07,0,12.61,3,0,1672,257,0,503,0,912
2021,12,G4,Allegiant Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",9,1,0,0,0,0,1,2,0,32,0,0,0,0,32
2021,12,G4,Allegiant Air,ALB,"Albany, NY: Albany International",27,6,0.41,0.87,2.25,0,2.47,0,0,234,17,55,89,0,73
2021,12,G4,Allegiant Air,AMA,"Amarillo, TX: Rick Husband Amarillo International",23,7,3,0,1.71,0,2.29,2,0,249,115,0,35,0,99
2021,12,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",64,15,3.16,1.29,4.86,0,5.7,5,0,971,497,95,149,0,230
2021,12,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",160,44,10.24,1,12.05,0,20.71,17,0,2908,643,67,705,0,1493
2021,12,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",255,80,15.5,0.09,21.86,1.38,41.18,15,2,5080,963,9,1227,99,2782
2021,12,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",606,283,66.05,12.48,97.99,0.99,105.48,52,0,22640,5981,2615,5051,53,8940
2021,12,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",26,6,3.68,0,1.37,0,0.95,1,0,350,258,0,35,0,57
2021,12,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",35,7,1.7,0,2.19,0,3.11,3,0,651,182,0,272,0,197
2021,12,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",53,13,3.72,0,3.27,0,6.02,4,0,738,225,0,90,0,423
2021,12,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",82,19,3.15,0,2.55,0,13.29,10,0,1279,178,0,63,0,1038
2021,12,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB/MidAmerica",90,18,5.61,2.2,4.65,0,5.54,5,0,1058,322,143,213,0,380
2021,12,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",20,5,0.33,0.86,2.07,0,1.74,1,0,248,6,141,67,0,34
2021,12,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",183,61,11.83,0.36,10.89,0.83,37.08,7,0,4051,762,33,738,30,2488
2021,12,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",33,18,4.8,0,5.72,0,7.49,0,0,853,263,0,198,0,392
2021,12,G4,Allegiant Air,BOS,"Boston, MA: Logan International",46,5,2.38,0,2.63,0,0,6,0,180,103,0,77,0,0
2021,12,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",35,7,2.6,0,0.45,0,3.95,1,0,700,305,0,82,0,313
2021,12,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",31,10,4.88,0,2.15,0,2.97,1,0,717,332,0,239,0,146
2021,12,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",18,6,1.12,0,1.18,0,3.7,1,0,236,47,0,32,0,157
2021,12,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",30,11,2.5,0,1.37,0,7.13,1,0,683,168,0,27,0,488
2021,12,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",96,21,7.59,1.94,3.18,0,8.29,4,0,1547,426,513,116,0,492
2021,12,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",11,4,1.22,0,1.19,0,1.58,0,0,121,33,0,27,0,61
2021,12,G4,Allegiant Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",14,2,1,0,1,0,0,4,0,37,18,0,19,0,0
2021,12,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",261,89,18.58,2.11,14.87,1.39,52.04,19,0,5811,958,192,573,73,4015
2021,12,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",18,5,1.19,0,0.56,0.76,2.49,2,0,235,75,0,34,16,110
2021,12,G4,Allegiant Air,DEN,"Denver, CO: Denver International",18,8,0,0,6.59,0,1.41,0,0,410,0,0,258,0,152
2021,12,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",135,53,11.23,0,3.79,0,37.98,7,1,3818,793,0,192,0,2833
2021,12,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",36,10,3.1,0.97,3.38,0,2.56,1,0,435,105,133,124,0,73
2021,12,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",11,4,1.68,0,1,0,1.32,1,0,158,38,0,19,0,101
2021,12,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",62,13,4.91,1,2.49,0,4.61,11,0,1473,734,346,81,0,312
2021,12,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",53,3,1.99,0,1.01,0,0,4,0,61,39,0,22,0,0
2021,12,G4,Allegiant Air,EYW,"Key West, FL: Key West International",63,6,4.68,0,0.46,0,0.86,8,0,330,255,0,35,0,40
2021,12,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",71,21,6.75,0.84,6.92,0,6.5,2,0,1141,304,31,190,0,616
2021,12,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",64,21,5.47,0,4.28,0,11.25,6,0,895,159,0,121,0,615
2021,12,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",14,4,2.94,0.76,0.29,0,0,0,0,252,192,39,21,0,0
2021,12,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",296,88,18.85,1.18,24.67,0,43.3,28,0,5191,1216,31,1431,0,2513
2021,12,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",105,30,14.45,0,7.32,0.68,7.55,3,0,1600,847,0,375,19,359
2021,12,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",110,25,9.85,0.34,5.94,0,8.87,9,0,1549,728,21,184,0,616
2021,12,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",68,21,4.65,1.95,8.64,0,5.77,5,0,1291,385,234,352,0,320
2021,12,G4,Allegiant Air,GEG,"Spokane, WA: Spokane International",27,13,1.96,0,5.73,0,5.3,1,0,1133,217,0,224,0,692
2021,12,G4,Allegiant Air,GJT,"Grand Junction, CO: Grand Junction Regional",19,7,1.41,0,0.83,0,4.76,5,0,340,79,0,37,0,224
2021,12,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",24,8,3.29,0,1.02,0,3.69,0,0,376,138,0,46,0,192
2021,12,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",204,83,22.07,2.75,12.51,0,45.68,12,1,3619,972,178,446,0,2023
2021,12,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",18,3,0.94,1,1.06,0,0,0,0,226,51,155,20,0,0
2021,12,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",31,9,1.33,0,1.68,0,5.99,1,0,297,39,0,52,0,206
2021,12,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",26,4,1,0,0.41,0,2.59,2,0,171,48,0,7,0,116
2021,12,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",20,8,1.8,0.17,1.5,0,4.53,1,0,602,81,17,37,0,467
2021,12,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",46,8,2.86,0,2.32,0,2.82,2,0,280,90,0,81,0,109
2021,12,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",40,10,3.95,1,1.38,0,3.67,1,0,491,101,34,46,0,310
2021,12,G4,Allegiant Air,IAD,"Washington, DC: Washington Dulles International",14,4,1,0,1.2,0,1.8,2,0,374,184,0,34,0,156
2021,12,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",39,8,2.42,1,2.38,0,2.2,4,0,437,152,35,105,0,145
2021,12,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",40,13,4.61,0,2.5,0,5.89,1,0,624,274,0,89,0,261
2021,12,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",30,17,4.4,0.94,2.64,0,9.03,1,1,1131,173,135,141,0,682
2021,12,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International",169,62,16.95,0.37,11.63,0,33.06,9,0,3222,840,28,287,0,2067
2021,12,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",51,16,6.12,0.95,2.43,0,6.5,5,0,1175,418,96,83,0,578
2021,12,G4,Allegiant Air,LAS,"Las Vegas, NV: McCarran International",855,371,63.56,7.3,137.59,0.08,162.47,44,1,24770,6218,649,7027,6,10870
2021,12,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",115,49,13.27,1.86,24.17,0,9.71,16,1,2163,616,59,1007,0,481
2021,12,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",77,22,5.09,1,5.35,0,10.56,4,0,722,173,27,178,0,344
2021,12,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass",56,17,7.53,0,4.91,0,4.56,4,0,1164,716,0,176,0,272
2021,12,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",18,4,0.94,0,1.18,0,1.87,0,1,196,50,0,27,0,119
2021,12,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",11,3,1.07,0,0.23,0,1.7,0,0,216,50,0,7,0,159
2021,12,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",23,7,1.72,0.24,1.32,0,3.71,1,0,390,142,23,33,0,192
2021,12,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International",59,19,7.85,0,3.49,0,7.66,1,1,1366,477,0,430,0,459
2021,12,G4,Allegiant Air,MDW,"Chicago, IL: Chicago Midway International",27,5,2.34,0,2.04,0,0.63,1,0,153,65,0,48,0,40
2021,12,G4,Allegiant Air,MEM,"Memphis, TN: Memphis International",82,20,6.34,1,6.2,0.27,6.19,10,0,949,423,76,169,12,269
2021,12,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",45,21,4.37,2.53,8.36,0,5.74,2,0,984,194,119,299,0,372
2021,12,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",31,15,3.56,0,5.33,0,6.11,1,0,709,160,0,230,0,319
2021,12,G4,Allegiant Air,MLB,"Melbourne, FL: Melbourne International",27,8,2.07,0.11,3.54,0,2.28,2,0,297,71,3,92,0,131
2021,12,G4,Allegiant Air,MLI,"Moline, IL: Quad City International",47,16,3.59,2.83,6,0,3.57,1,0,1606,162,499,386,0,559
2021,12,G4,Allegiant Air,MOT,"Minot, ND: Minot International",29,6,3.78,0,0.67,0,1.55,1,0,414,276,0,39,0,99
2021,12,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional",9,4,1.03,0.25,1.25,0,1.47,1,0,170,33,8,42,0,87
2021,12,G4,Allegiant Air,MSO,"Missoula, MT: Missoula International",33,14,6.24,0,1.37,0.09,6.29,2,0,649,229,0,42,6,372
2021,12,G4,Allegiant Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",38,10,2.32,0.95,4.63,0,2.1,2,0,1005,325,286,149,0,245
2021,12,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",9,3,0.94,2,0.06,0,0,0,1,326,133,184,9,0,0
2021,12,G4,Allegiant Air,OAK,"Oakland, CA: Metropolitan Oakland International",50,18,5.29,0.43,5.58,0,6.7,5,0,1448,781,24,188,0,455
2021,12,G4,Allegiant Air,OGD,"Ogden, UT: Ogden-Hinckley",5,4,1.47,0,0.37,0,2.16,0,0,323,118,0,17,0,188
2021,12,G4,Allegiant Air,OKC,"Oklahoma City, OK: Will Rogers World",18,4,3,0,1,0,0,0,0,356,327,0,29,0,0
2021,12,G4,Allegiant Air,OMA,"Omaha, NE: Eppley Airfield",50,9,3.69,0,4.6,0,0.71,1,0,540,271,0,215,0,54
2021,12,G4,Allegiant Air,ORF,"Norfolk, VA: Norfolk International",34,4,1.02,0,1.87,0,1.11,4,0,258,109,0,66,0,83
2021,12,G4,Allegiant Air,PBG,"Plattsburgh, NY: Plattsburgh International",49,6,2.86,0,2.14,0,1,7,0,362,151,0,73,0,138
2021,12,G4,Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",48,11,2.04,0,6.14,0,2.82,4,0,763,100,0,364,0,299
2021,12,G4,Allegiant Air,PDX,"Portland, OR: Portland International",9,5,0.25,1.3,1.5,0,1.96,1,0,390,4,133,69,0,184
2021,12,G4,Allegiant Air,PGD,"Punta Gorda, FL: Punta Gorda Airport",656,264,57.92,5.22,83.51,0,117.34,42,11,16631,3085,452,4170,0,8924
2021,12,G4,Allegiant Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",15,8,0.9,0,0.66,0.44,6,4,0,388,46,0,30,7,305
2021,12,G4,Allegiant Air,PIA,"Peoria, IL: General Downing - Peoria International",94,25,4.4,1.96,9.03,0,9.61,4,0,1507,275,255,475,0,502
2021,12,G4,Allegiant Air,PIE,"St. Petersburg, FL: St Pete Clearwater International",700,203,45.35,5.87,64.03,0,87.75,35,4,10258,2753,371,1948,0,5186
2021,12,G4,Allegiant Air,PIT,"Pittsburgh, PA: Pittsburgh International",109,32,6.86,0,4.4,0,20.73,7,0,1928,408,0,356,0,1164
2021,12,G4,Allegiant Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",30,8,3.06,0,0.93,0,4.02,1,0,591,214,0,59,0,318
2021,12,G4,Allegiant Air,PSM,"Portsmouth, NH: Portsmouth International at Pease",23,8,3.03,0,1.79,0,3.18,0,0,288,92,0,72,0,124
2021,12,G4,Allegiant Air,PSP,"Palm Springs, CA: Palm Springs International",50,12,1.43,8.36,1.45,0,0.76,5,0,421,35,343,27,0,16
